1616.  Wir sind heute Morgen schon 10 km gelaufen . ,  We have already run 10 km this morning., vocabulary-tag
1617.  Sie ist ein großer Fan von französischen Filmen. ,  She is a big fan of French films., vocabulary-tag
1618.  Ich bin mir nicht sicher, welches Gericht ich nehmen soll. ,  I am not sure which dish I should choose., vocabulary-tag
1619.  Er ist ohne eine Erklärung aus dem Büro gegangen. ,  He left the office without an explanation ., vocabulary-tag
1620.  Wo ein Wille ist, ist auch ein Weg. ,  Where there is a will , there is a way., vocabulary-tag
1621.  Dieser Stoff ist unglaublich weich ! ,  This fabric is incredibly soft !, vocabulary-tag
1622.  Kannst du bitte klopfen , bevor du hereinkommst? ,  Can you please knock before coming in?, vocabulary-tag
1623.  Die Fahrt führt uns durch eine schöne Landschaft. ,  The ride takes us through a nice landscape., vocabulary-tag
1624.  Der Schüler hat die Prüfung nicht bestanden. ,  The student did not pass the exam., vocabulary-tag
1625.  Es war nicht meine Absicht , dir weh zu tun. ,  It was not my intention to hurt you., vocabulary-tag
1626.  Diesen Kuchen hat meine Großmutter gebacken! ,  My grandmother baked this cake !, vocabulary-tag
1627.  Du bist herzlich zu meiner Feier am Sonntag eingeladen . ,  You are cordially invited to my party on Sunday., vocabulary-tag
1628.  Es ist das Wesen des Wolfes, jagen zu gehen. ,  It is the nature of a wolf to go hunting., vocabulary-tag
1629.  Dieser Lärm ist einigen Leuten zu viel und deshalb wollen sie gehen. ,  The noise is too much for some people and that is why they want to leave., vocabulary-tag
1630.  Auf dem Feld stehen zahlreiche Kühe. ,  There are numerous cows in the field ., vocabulary-tag
1631.  Hat irgendjemand meine neue Jacke gesehen? ,  Has anyone seen my new jacket?, vocabulary-tag
1632.  Es gibt einen Roboter , der Hausarbeiten erledigen kann. ,  There is a robot that can do chores., vocabulary-tag
1633.  Diese Idee ist doch komplett wahnsinnig ! ,  This idea is completely insane !, vocabulary-tag
1634.  Ich kann nicht glauben, dass diese Idioten einfach gegangen sind. ,  I cannot believe that these idiots just left., vocabulary-tag
1635.  Krebs ist eine schreckliche Krankheit. ,  Cancer is a terrible illness., vocabulary-tag
1636.  Wir müssen mindestens noch 100 Euro sparen. ,  We have to save up at least another 100 Euros., vocabulary-tag
1637.  Dieser Typ hat mich schon vor ein paar Wochen verfolgt ! ,  This guy already followed me a few weeks ago!, vocabulary-tag
1638.  Dieser Ton passt super zum Film. ,  This sound goes very well with the film., vocabulary-tag
1639.  Bald werden die Truppen die Station verlassen. ,  The troops will soon be leaving the station., vocabulary-tag
1640.  Sie hat bei einem Quiz eine Million gewonnen! ,  She won a million at a quiz!, vocabulary-tag
1641.  Der Streit wird auch in Zukunft anhalten. ,  The dispute will continue in the future., vocabulary-tag
1642.  Heute ist das Wetter schlechter als gestern. ,  Today the weather is worse than yesterday., vocabulary-tag
1643.  Meine Schwester ist wirklich freundlich . ,  My sister is really friendly ., vocabulary-tag
1644.  Ich möchte mir gerne die Schuhe wechseln , bevor wir spazieren gehen. ,  I would like to change my shoes before we go for a walk., vocabulary-tag
1645.  Ich muss dringend mit Dr. Schmidt sprechen! ,  I urgently have to speak with Dr. Schmidt!, vocabulary-tag
1646.  Vielleicht gehen wir dieses Wochenende ins Schwimmbad. ,  Maybe we are going to the swimming pool this weekend., vocabulary-tag
1647.  Auf dem Grab sind immer frische Blumen. ,  There are always fresh flowers on the grave ., vocabulary-tag
1648.  Dort drüben ist eine Ratte ! ,  There is a rat over there!, vocabulary-tag
1649.  Sie werden den Dieb in wenigen Minute verhaften . ,  They will arrest the thief in a few minutes., vocabulary-tag
1650.  Er ist für sein Alter wirklich schon sehr schlau ! ,  He really is very smart for his age!, vocabulary-tag
1651.  Die Polizei wird den Fall weiter untersuchen . ,  The police will investigate the case further., vocabulary-tag
1652.  Wir sind hier mitten im Nirgendwo ! ,  We are in the middle of nowehere here!, vocabulary-tag
1653.  Heute Nacht werde ich von meiner Arbeit träumen . ,  Tonight, I will dream about my work., vocabulary-tag
1654.  Ich habe ihn vorhin im Laden gesehen. ,  I saw him in the shop earlier ., vocabulary-tag
1655.  Der Offizier hat gute Arbeit geleistet. ,  The officer did a good job., vocabulary-tag
1656.  Die Untersuchung hat gezeigt, dass ich gesund bin. ,  The check-up has shown that I am healthy., vocabulary-tag
1657.  Wir haben die ganze Arbeit umsonst gemacht! ,  We did all this work for nothing !, vocabulary-tag
1658.  Sie wird dir das Geld heute Nachmittag überweisen . ,  She will transfer the money to you this afternoon., vocabulary-tag
1659.  Ich kann nicht glauben, dass du gelogen hast. ,  I can’t believe you lied ., vocabulary-tag
1660.  Wir sollten die Pflanze in die Mitte des Raumes stellen. ,  We should put the plant in the center of the room., vocabulary-tag
1661.  Ihr könntet etwas Hilfe im Büro gebrauchen . ,  You could use some help in the office., vocabulary-tag
1662.  Es hat geregnet. Dadurch wurden alle Pflanzen mit Wasser versorgt. ,  It rained. Thereby all plants were provided with water., vocabulary-tag
1663.  Wir haben diesen Film schon zweimal gesehen! ,  We have already seen this film twice !, vocabulary-tag
1664.  Ich könnte dieses Geschäft verfluchen ! ,  I could curse this company!, vocabulary-tag
1665.  Sie werden ihn am Ende des Monats entlassen . ,  They will lay him off at the end of the month., vocabulary-tag
1666.  Können wir an der nächsten Tankstelle anhalten ? ,  Can we stop at the next petrol station?, vocabulary-tag
1667.  Ich werde dir diese Entscheidung überlassen . ,  I will leave this decision to you., vocabulary-tag
1668.  Die Flammen werden viele Mücken anziehen . ,  The flames will attract many mosquitos., vocabulary-tag
1669.  Sie war gestern im Büro. Ich habe sie seitdem nicht mehr gesehen. ,  She was in the office yesterday. I haven’t seen her since then ., vocabulary-tag
1670.  Die Größe des Gebäudes ist wirklich beeindruckend. ,  The size of this building is really impressive., vocabulary-tag
1671.  Ich kann bestätigen , dass ich diesen Mann nicht kenne. ,  I can confirm that I do not know this man., vocabulary-tag
1672.  Mein Kollege wird Ihnen das Hotelzimmer zeigen. ,  My colleague will show you your hotel room., vocabulary-tag
1673.  Leider muss ich den Termin morgen absagen. ,  Unfortunately, I have to cancel the appointment tomorrow., vocabulary-tag
1674.  Diese Form habe ich noch nie gesehen. ,  I have never seen this form ., vocabulary-tag
1675.  Der Urlaub hat uns allen wirklich sehr gefallen. ,  We all really liked the holiday ., vocabulary-tag
1676.  Er macht die Luke auf dem Schiff auf. ,  He opens the hatch on the boat., vocabulary-tag
1677.  Ich werde jetzt mit jedem von euch einzeln sprechen. ,  I will now speak to every one of you individually ., vocabulary-tag
1678.  Wir müssen an diesem Stopp -Schild anhalten. ,  We have to come to a stand at the stop sign., vocabulary-tag
1679.  Der Affe ist auf dem Baum und schläft. ,  The monkey is on the tree and sleeps., vocabulary-tag
1680.  Du bist ohne Zweifel müde nach diesem Tag. ,  You are no doubt tired after this day., vocabulary-tag
1681.  Als ich jünger war, habe ich viel gelesen. ,  When I was younger, I read a lot ., vocabulary-tag
1682.  Weshalb fragst du mich, wie viel ich verdiene? ,  Why do you ask me how much I earn?, vocabulary-tag
1683.  Der Pilot heißt seine Gäste an Bord des Flugzeugs willkommen. ,  The pilot welcomes his guests on board of the airplane., vocabulary-tag
1684.  Dieses Hemd steht dir wirklich sehr gut! ,  This shirt suits you really well!, vocabulary-tag
1685.  Wir werden dich morgen zum Bahnhof begleiten . ,  We will accompany you to the train station tomorrow., vocabulary-tag
1686.  Wir werden diesen Akt nun gemeinsam lesen. ,  We will read this act together now., vocabulary-tag
1687.  Ich esse selten Fleisch. ,  I rarely eat meat., vocabulary-tag
1688.  Es wäre besser, alles im Voraus zu planen. ,  It would be better to plan ahead ., vocabulary-tag
1689.  Michael ist ein echter Trottel ! ,  Michael is a real moron !, vocabulary-tag
1690.  Wir können nicht verhindern , dass Unfälle passieren. ,  We cannot prevent accidents from happening., vocabulary-tag
1691.  Sie sind jetzt offiziell ein Paar! ,  They are officially a couple now!, vocabulary-tag
1692.  Sie hat heute zwei Liter Wasser getrunken . ,  She has drunk two litres of water today., vocabulary-tag
1693.  Wir sollten Thomas zur Party einladen. ,  We should invite Thomas to the party., vocabulary-tag
1694.  Diese Schuhe gefallen mir nicht – sie sind wirklich hässlich . ,  I don’t like these shoes – they are really ugly ., vocabulary-tag
1695.  Ich habe dir nicht erlaubt , zu sprechen! ,  I haven’t allowed you to speak!, vocabulary-tag
1696.  Er will mit seinem Verhalten Aufmerksamkeit erregen. ,  He wants to get attention through his behavior., vocabulary-tag
1697.  Die Toilette ist im ersten Stockwerk. ,  The toilet is on the first floor., vocabulary-tag
1698.  Der Fahrer hat das Auto schlecht geparkt. ,  The driver parked the car badly., vocabulary-tag
1699.  Deine Kinder sind wirklich sehr brav ! ,  Your children are really well-behaved !, vocabulary-tag
1700.  Wo hast du die Schlüssel hingelegt? Such sie! ,  Where did you put the keys? Search them!, vocabulary-tag
1701.  Heute Nachmittag werden wir das Auto waschen . ,  This afternoon we will wash the car., vocabulary-tag
1702.  Sie muss morgen früh zu einer medizinischen Untersuchung gehen. ,  She has to go to a medical examination tomorrow morning., vocabulary-tag
1703.  Das Negativ dieses Bildes muss gut aufbewahrt werden. ,  The negative of this photo must be stored safely., vocabulary-tag
1704.  Der Direktor hat gesagt, dass wir nach Hause gehen können. ,  The director said that we can go home., vocabulary-tag
1705.  Die Braut trug ein wunderschönes weißes Kleid. ,  The bride wore a beautiful white dress., vocabulary-tag
1706.  Ich sehe jeden Tag den selben Mann im Buss. ,  I see the same man on the bus every day., vocabulary-tag
1707.  Wir würden heute gerne nach der Arbeit ins Kino gehen. ,  We would like to go to the cinema after work today., vocabulary-tag
1708.  Sie wird heute ihre Reise nach Polen planen . ,  She will plan her trip to Poland today., vocabulary-tag
1709.  Womit soll ich diese Dose öffnen? ,  What shall I open this can with ?, vocabulary-tag
1710.  Meine Eltern stammen aus Australien. ,  My parents come from Australia., vocabulary-tag
1711.  Diese Gegend ist mir schon sehr vertraut . ,  This area is very familiar to me., vocabulary-tag
1712.  Kolumbus hat angeblich Amerika entdeckt . ,  Apparently, Columbus discovered America., vocabulary-tag
1713.  Das Theater ist zurzeit leider geschlossen. ,  Unfortunately, the theater is closed at the moment., vocabulary-tag
1714.  Wir werden es heute öffentlich machen, dass wir zusammen sind. ,  We will make it public today that we are together., vocabulary-tag
1715.  Er kann ihre vielen Fragen nicht beantworten . ,  He cannot answer her many questions., vocabulary-tag
1716.  Im Keller haben wir viele Kisten gelagert. ,  We have stored many boxes in the basement ., vocabulary-tag
1717.  Er möchte probieren , einen Kuchen zu backen. ,  He would like to try to bake a cake., vocabulary-tag
1718.  Mein Rücken tut weh, ich habe einen eingeklemmten Nerv ! ,  My back hurts, I have a trapped nerve !, vocabulary-tag
1719.  Ich finde Ihre Theorie wirklich faszinierend! ,  I find your theory really fascinating!, vocabulary-tag
1720.  Die Polizei wird den Mörder bestimmt erwischen . ,  The police will surely catch the murderer., vocabulary-tag
1721.  Du musst dein Medikament immer vor dem Essen nehmen. ,  You have to take your drug always before eating., vocabulary-tag
1722.  Der Mond scheint heute hell vom Himmel. ,  Today the moon shines brightly in the sky., vocabulary-tag
1723.  Ein Terrorist wurde vor wenigen Stunden festgenommen. ,  A few hours ago, a terrorist was arrested., vocabulary-tag
1724.  Ich würde mir niemals eine Schlange als Haustier halten. ,  I would never keep a snake as a pet., vocabulary-tag
1725.  Am Wochenende müssen wir unser Auto reparieren . ,  On the weekend we have to repair our car., vocabulary-tag
1726.  Die Leitung hier auf dem Dorf ist ziemlich schlecht. ,  The line here in the village is pretty bad., vocabulary-tag
1727.  Unsere Abteilung hat beschlossen, zu streiken. ,  Our department decided to strike., vocabulary-tag
1728.  Es wäre das Beste, wenn wir den Knochen röntgen. ,  It would be best to do an X-ray on the bone ., vocabulary-tag
1729.  Heute Nachmittag wird er seinen Vater begraben . ,  This afternoon he will bury his father., vocabulary-tag
1730.  Ich kann nicht zusehen , wie sie alles zerstören! ,  I cannot watch them destroy everything!, vocabulary-tag
1731.  Mir gefällt die Vorstellung , einfach nichts zu tun! ,  I like the idea of simply doing nothing!, vocabulary-tag
1732.  Es ist eine Schande , dass du dich nicht benehmen kannst. ,  It is a shame that you cannot behave yourself., vocabulary-tag
1733.  Der Präsident dieses Landes ist sehr mächtig . ,  The president of this country is very powerful ., vocabulary-tag
1734.  Sie muss nach der Arbeit noch einen Brief zur Post bringen. ,  She has to take a letter to the post office after work today., vocabulary-tag
1735.  Ich werde sie davon überzeugen , zu bleiben. ,  I will convince her to stay., vocabulary-tag
1736.  Das Ergebnis des Spiels ist wirklich überraschend. ,  The result of the game is really surprising., vocabulary-tag
1737.  Er ist sich nicht sicher, ob sie die Ware liefern können. ,  He is not sure if they can provide the goods., vocabulary-tag
1738.  Ich habe ein Geräusch im Keller gehört! ,  I heard a noise in the basement!, vocabulary-tag
1739.  Diese Figur auf dem Regal gefällt mir nicht. ,  I don’t like the figure on the shelf., vocabulary-tag
1740.  Ich finde die Kultur im Westen sehr spannend. ,  I find the culture in the west very exciting., vocabulary-tag
1741.  Meine Großmutter ist eine ausgezeichnete Köchin! ,  My grandmother is an excellent cook., vocabulary-tag
1742.  Mein Knie tut weh, weil ich zu viel Sport gemacht habe. ,  My knee hurts because I exercised too much., vocabulary-tag
1743.  Er wollte schon immer einmal in die USA reisen. ,  He has always wanted to travel to the USA ., vocabulary-tag
1744.  Dreh es! ,  Twist it!, vocabulary-tag
1745.  Wir werden diese Tiere aus ihren Käfigen befreien . ,  We will free these animals from their cages., vocabulary-tag
1746.  Alexander , kannst du mir bitte mit etwas helfen? ,  Alexander , can you please help me with something ?, vocabulary-tag
1747.  Man konnte absehen , dass das passieren wird. ,  One could forsee that this would happen., vocabulary-tag
1748.  Er wird nicht zulassen , dass du alleine reist. ,  He will not permit you to travel alone., vocabulary-tag
1749.  Ich kann nicht lesen, was auf dem Schild steht. ,  I cannot read what it says on the sign ., vocabulary-tag
1750.  Es ist mir wirklich peinlich , wie wenig ich über deine Kultur weiß. ,  It is really embarrassing how little I know about your culture., vocabulary-tag
1751.  Ich werde eine rote Jacke tragen, woran du mich erkennen wirst. ,  I will wear a red jacket, by which you will recognize me., vocabulary-tag
1752.  Hast du irgendeine Ahnung, wie kompliziert das ist? ,  Do you have any idea how complicated this is?, vocabulary-tag
1753.  Du solltest dieses Thema auf keinen Fall erwähnen . ,  Under no circumstances should you mention this topic., vocabulary-tag
1754.  Sei vorsichtig, oder du wirst dir noch einen Finger abhauen . ,  Be careful, or you will chop off a finger., vocabulary-tag
1755.  Er bedeutet mir nichts, es war nur ein Fick . ,  He doesn’t mean anything to me, it was just a fuck ., vocabulary-tag
1756.  Zum Glück werden dich diese Probleme nicht betreffen . ,  Luckily these problems will not concern you., vocabulary-tag
1757.  Wir sollten im Wohnzimmer ein Fenster aufmachen . ,  We should open a window in the living room., vocabulary-tag
1758.  Die nächste Runde geht auf mich! ,  The next round is on me!, vocabulary-tag
1759.  Du hast schon erwähnt , dass du morgen keine Zeit hast. ,  You already mentioned that you don’t have time tomorrow., vocabulary-tag
1760.  Ich kann es nicht ertragen , dich so unglücklich zu sehen. ,  I cannot bear to see you this unhappy., vocabulary-tag
1761.  Innerhalb weniger Minuten hatten sie alles aufgegessen. ,  Within a few minutes they had eaten everything., vocabulary-tag
1762.  Sie ist während des ganzen Films ruhig geblieben . ,  She remained quiet for the entire film., vocabulary-tag
1763.  Diese Story hat er uns schon zehnmal erzählt! ,  He told us this story ten times already!, vocabulary-tag
1764.  Wenn du den Code falsch eingibst, geht ein Alarm los. ,  If you enter the code incorrectly, an alarm will go off., vocabulary-tag
1765.  Meine Füße stinken in diesen Schuhen immer sehr! ,  My feet always really stink in these shoes!, vocabulary-tag
1766.  Im Sommer sitzen wir gerne im Garten . ,  We like to sit in the garden in summer., vocabulary-tag
1767.  Ich bin heute ganz durcheinander . ,  I am really confused today., vocabulary-tag
1768.  Als das Feuer ausbrach, machte sich Panik breit. ,  When the fire started, panic spread., vocabulary-tag
1769.  Er soll heute Abend selber etwas kochen. ,  This evening he should cook something himself., vocabulary-tag
1770.  Ich muss im Supermarkt noch eine Flasche Milch kaufen. ,  I have to buy a bottle of milk in the supermarket., vocabulary-tag
1771.  Morgen wird der Bürgermeister eine Rede halten. ,  Tomorrow the mayor will give a speech., vocabulary-tag
1772.  Alle Kinder wollen im Park spielen. ,  All children want to play in the park., vocabulary-tag
1773.  Der Fernseher steht im Wohnzimmer. ,  The TV is in the living room., vocabulary-tag
1774.  Der Russe hat lange Jahre in einem Orchester gespielt. ,  The Russian has played in an orchestra for many years., vocabulary-tag
1775.  Meine Nachbarin Penny passt oft auf meine Kinder auf. ,  My neighbor Penny often looks after my children., vocabulary-tag
1776.  Was du da sagst ist eine Lüge ! ,  What you say is a lie !, vocabulary-tag
1777.  Wir sind extra wegen dir hierhergekommen! ,  We came here especially for you!, vocabulary-tag
1778.  Der Schutz der Umwelt ist etwas, das alle ernst nehmen sollten. ,  The protection of the environment is something everyone should take seriously., vocabulary-tag
1779.  Auf der Wiese steht eine braune Kuh . ,  There is a brown cow in the meadow., vocabulary-tag
1780.  Es ist verboten , hier zu rauchen. ,  It is forbidden to smoke here., vocabulary-tag
1781.  Rache ist etwas, von dem man absehen sollte. ,  Revenge is something one should not consider., vocabulary-tag
1782.  Du musst noch ein Kilo Kartoffeln schälen ! ,  You still have to peel a kilo of potatoes., vocabulary-tag
1783.  Er arbeitet seit ein paar Monaten an einem neuen Drehbuch . ,  He has been working on a new screenplay for a few months., vocabulary-tag
1784.  Es war mir nicht bewusst , dass du so über mich denkst. ,  I wasn’t aware that you think of me like that., vocabulary-tag
1785.  Am Wochenende werde ich meine Oma besuchen gehen. ,  On the weekened I will go and visit my grandmother ., vocabulary-tag
1786.  Am Freitag wollen wir alle an den See fahren. ,  On Friday we all want to drive to the lake., vocabulary-tag
1787.  Was hast du gemacht? Deine Hände sind ganz schmutzig ! ,  What did you do? Your hands are all dirty !, vocabulary-tag
1788.  Ich werde dich nicht länger verteidigen . ,  I will no longer defend you., vocabulary-tag
1789.  Sie hat die Hoffnung auf ein besseres Leben längst aufgegeben. ,  She gave up hope for a better life a long time ago ., vocabulary-tag
1790.  Von den neuen Mitarbeitern wird viel Arbeit verlangt . ,  A lot of work is required from the new employees., vocabulary-tag
1791.  Wir müssen das Leck so schnell wie möglich reparieren! ,  We have to fix the leak as soon as possible!, vocabulary-tag
1792.  Er hat sich schon immer für moderne Kunst interessiert. ,  He has always been interested in modern art ., vocabulary-tag
1793.  Nach der Explosion waren die Gebäude komplett zerstört. ,  After the explosion the buildings had been destroyed completely., vocabulary-tag
1794.  Wir haben uns sehr gut auf die Prüfung vorbereitet . ,  We have prepared very well for the exam., vocabulary-tag
1795.  Der Priester wird in wenigen Minuten ankommen. ,  The priest will arrive in a few minutes., vocabulary-tag
1796.  Der Teufel steckt im Detail ! ,  The devil lies in the detail !, vocabulary-tag
1797.  Deine Aussage stimmt nicht mit der von gestern überein. ,  Your statement does not correspond to the one from yesterday., vocabulary-tag
1798.  Ich habe einen Schlussstrich gezogen . ,  I have drawn a line underneath it., vocabulary-tag
1799.  Im Sommer wird das Wasser in dieser Region knapp . ,  In summer water is scarce in this region., vocabulary-tag
1800.  Der Mann hat sie ohne Grund angegriffen ! ,  The man attacked her without reason!, vocabulary-tag
1801.  Trink deinen Kaffee leer! ,  Drink up your coffee!, vocabulary-tag
1802.  Er hat sich mit einem gefährlichen Virus infiziert. ,  He got infected with a dangerous virus ., vocabulary-tag
1803.  Deine Haare glänzen im Sonnenlicht golden . ,  Your hair shimmers golden in the sunlight., vocabulary-tag
1804.  Es ist einfacher , nichts zu sagen. ,  It is easier to say nothing., vocabulary-tag
1805.  Wir haben heute Nachmittag viele Dinge zu besprechen . ,  We have to discuss many things this afternoon., vocabulary-tag
1806.  Dieser Gang ist ziemlich eng . ,  This corridor is pretty narrow ., vocabulary-tag
1807.  Ich habe die Anweisung erhalten, nichts zu sagen. ,  I have received the instruction to say nothing., vocabulary-tag
1808.  Der Sklave musste viele Jahre lang hart arbeiten. ,  The slave had to work hard for many years., vocabulary-tag
1809.  Ich mag es nicht, wenn mich fremde Leute berühren . ,  I don’t like it when strangers touch me., vocabulary-tag
1810.  Wir sollten so schnell wie möglich wenden . ,  We should turn around as soon as possible., vocabulary-tag
1811.  Michael und Anna haben sich letzen Monat getrennt . ,  Michael and Anna separated last month., vocabulary-tag
1812.  Ich fahre gerne mit der Bahn , da es umweltfreundlich ist. ,  I like traveling by train , as it is environmentally friendly., vocabulary-tag
1813.  Du hast ein echtes Talent zum Tanzen! ,  You have a real talent for dancing!, vocabulary-tag
1814.  Ich habe es satt , mich immer mit dir zu streiten! ,  I am fed up always arguing with you!, vocabulary-tag
1815.  Es ist eine Sünde , auf andere eifersüchtig zu sein. ,  It is a sin to be jealous of others., vocabulary-tag
1816.  Du wirst diese Angelegenheit so schnell wie möglich regeln. ,  You will deal with this matter as soon as possible., vocabulary-tag
1817.  Jedes Jahr produzieren wir tausende Tonnen Müll. ,  Every year we produce thousands of tons of rubbish., vocabulary-tag
1818.  Dr. Schmidt wird das Experiment leiten . ,  Dr. Schmidt will conduc t the experiment., vocabulary-tag
1819.  Dieser Bereich ist für Besucher geschlossen. ,  This area is closed for visitors., vocabulary-tag
1820.  Sie trägt heute ihr bestes Kleid. ,  She is wearing her best dress today., vocabulary-tag
1821.  Wir wünschen dir weiterhin alles Gute! ,  Furthermore , we wish you all the best!, vocabulary-tag
1822.  Die Heilige wird von vielen Leuten verehrt. ,  The saint is worshipped by many people., vocabulary-tag
1823.  Ich hätte beinahe die Tasse fallen lassen! ,  I almost dropped the cup!, vocabulary-tag
1824.  Im Norden ist es momentan extrem kalt. ,  It is extremely cold in the north at the moment., vocabulary-tag
1825.  Was zählt ist, dass alle gesund sind. ,  What counts is that everyone is healthy., vocabulary-tag
1826.  Die Busse verbinden die Dörfer mit der Stadt. ,  The busses connect the villages to the city., vocabulary-tag
1827.  Morgens trinke ich immer eine Tassee Kaffee. ,  In the morning I always drink a cup of coffee., vocabulary-tag
1828.  Ich möchte mich ebenso bei dir bedanken. ,  I would like to thak you as well ., vocabulary-tag
1829.  Woanders müssten wir für eine Wohnung viel mehr bezahlen. ,  Elsewhere we would have to pay a lot more for a flat., vocabulary-tag
1830.  Wir wissen nicht, was den Unfall verursacht hat. ,  We don’t know what caused the accident., vocabulary-tag
1831.  Paris ist die Hauptstadt von Frankreich . ,  Paris is the capital of France ., vocabulary-tag
1832.  Mein Bruder Jonathan wird mich morgen besuchen kommen. ,  My brother Jonathan will come and visit me tomorrow., vocabulary-tag
1833.  Wir müssen uns sofort Deckung suchen. ,  We have to look for cover immediately., vocabulary-tag
1834.  Wir raten dir, dich von ihm fernzuhalten. ,  We advise you to stay away from him., vocabulary-tag
1835.  Du liegst mit deiner Annahme im Unrecht . ,  You are in the wrong with your assumption., vocabulary-tag
1836.  Du wirst ein echtes Meisterwerk erschaffen ! ,  You will create a real masterwork!, vocabulary-tag
1837.  Es ist nicht nett, andere Leute zu verarschen . ,  It is not nice to mock other people., vocabulary-tag
1838.  Diese Linie fährt ans andere Ende der Stadt. ,  This line goes to the other end of the city., vocabulary-tag
1839.  Wir haben das Kommando erhalten, zu schießen. ,  We have received the command to shoot., vocabulary-tag
1840.  Obwohl sie Geschwister sind, sind sie sehr verschieden . ,  Although they are siblings, they are very different ., vocabulary-tag
1841.  Wir werden dich am Flughafen empfangen . ,  We will receive you at the airport., vocabulary-tag
1842.  Der Zugang wurde Ihnen nicht gestattet. ,  You have not been granted access ., vocabulary-tag
1843.  Dank der Medizin sterben heute weniger Menschen. ,  Thanks to medicine , fewer people are dying today., vocabulary-tag
1844.  Der Graben ist einige Meter tief. ,  The ditch is a few meters deep., vocabulary-tag
1845.  Diesen Sonntag werde ich absolut nichts tun. ,  This Sunday I will do absolutely nothing., vocabulary-tag
1846.  Sie weiß nicht, wie das Gerät funktioniert. ,  She does not know how the device works., vocabulary-tag
1847.  Die Maus versteckt sich vor der Katze. ,  The mouse hides from the cat., vocabulary-tag
1848.  Ich kann nicht kapieren , wie man so blöd sein kann. ,  I don’t understand how one can be so stupid., vocabulary-tag
1849.  Das ist ein Hinweis auf dein schlechtes Benehmen. ,  This is a reference to your bad behavior., vocabulary-tag
1850.  Er wird alle Beweise verbrennen , bevor die Polizei kommt. ,  He will burn all evidence before the police arrives., vocabulary-tag
1851.  Ich habe ihm jedes Wort geglaubt . ,  I believed him every word., vocabulary-tag
1852.  Sie haben einander schon einmal getroffen. ,  They have met each other once before., vocabulary-tag
1853.  Mein Bruder hat letzte Woche geheiratet . ,  My brother got married last week., vocabulary-tag
1854.  Wir trinken schon seit ein paar Monaten keinen Alkohol mehr. ,  We haven’t had alcohol in a few months now., vocabulary-tag
1855.  Diese Kerle kommen mir irgendwie bekannt vor. ,  Somehow, these guys look familiar to me., vocabulary-tag
1856.  Ich denke nicht, dass wir ihren Vorschlag annehmen werden. ,  I don’t think we will accept her proposal ., vocabulary-tag
1857.  Ein Papagei sitzt auf seiner rechten Schulter . ,  A parrot sits on his right shoulder ., vocabulary-tag
1858.  Sie schläft mit jedem – sie ist eine echte Hure . ,  She sleeps with everyone – she is a real whore ., vocabulary-tag
1859.  Jeden Tag verschwenden wir sehr viel Essen. ,  Every day we waste a lot of food., vocabulary-tag
1860.  Für viele Menschen ist Selbstmord die einzige Lösung. ,  For many people suicide is the only solution., vocabulary-tag
1861.  Dieses Drama würde ich gerne im Theater sehen. ,  I would like to see this drama at the theater., vocabulary-tag
1862.  Er benimmt sich wie ein kompletter Narr , wenn er Anna sieht. ,  He behaves like a complete fool when he sees Anna., vocabulary-tag
1863.  Sie kauft sich oft etwas, das schon gebraucht ist. ,  She often buys second-hand goods., vocabulary-tag
1864.  Er ist ein echtes Genie , wenn es um Mathematik geht. ,  He is a real genius when it comes to mathematics., vocabulary-tag
1865.  Alle Vögel haben diese Eigenschaften gemein . ,  All birds have these traits in common ., vocabulary-tag
1866.  Was er da erzählt ist kompletter Blödsinn . ,  It is complete nonsense what he says there., vocabulary-tag
1867.  Es ist nur ein Gerücht , dass er eine Affäre hat. ,  It is just a rumor that he has an affair., vocabulary-tag
1868.  Er ist sehr müde, aber dennoch kümmert er sich um seine kranke Tochter. ,  He is very tired, but he is looking after his sick daughter nevertheless ., vocabulary-tag
1869.  Hier kann man sich wirklich herrlich entspannen ! ,  One can really relax beautifully here!, vocabulary-tag
1870.  Ich habe dir ein besonderes Geschenk gekauft. ,  I bought you a special present., vocabulary-tag
1871.  Unsere Aufgabe ist es, diese Dokumente zu vernichten . ,  Our job is to destroy these documents., vocabulary-tag
1872.  Ein guter Zauberer verrät seinen besten Trick nie. ,  A good magician never reveals his best trick ., vocabulary-tag
1873.  Wenn ich könnte , würde ich nach Miami ziehen. ,  If I could, I would move to Miami., vocabulary-tag
1874.  Wir schämen uns alle, dass wir uns nicht mehr angestrengt haben. ,  We are all ashamed that we didn’t put more effort in., vocabulary-tag
1875.  Ich kenne jemanden, der dir helfen kann. ,  I know someone that can help you., vocabulary-tag
1876.  Er braucht die Erlaubnis seines Vaters, wenn er das Auto haben möchte. ,  He needs the permission of his father if he wants to have the car., vocabulary-tag
1877.  Endlich haben wir dieses Projekt beendet ! ,  We have finally completed this project!, vocabulary-tag
1878.  Sie respektieren sich gegenseitig . ,  They mutually respect each other., vocabulary-tag
1879.  Kannst du bitte das Licht ausmachen , wenn du ins Bett gehst? ,  Can you please switch off the lights when you go to bed?, vocabulary-tag
1880.  Seine Zunge ist rosa und sieht gesund aus. ,  His tongue is pink and looks healthy., vocabulary-tag
1881.  Es ist wichtig, dass wir unser kulturelles Erbe wahren . ,  It is important that we preserve our cultural heritage., vocabulary-tag
1882.  Wir brauchen irgendein Buch, das wir auf Englisch lesen können. ,  We need any book that we can read in English., vocabulary-tag
